Inputs,in_size,out_size,Bias
8,11900,200,False
8,11900,300,False
8,11900,400,False
8,11900,500,False
8,11900,600,False
8,11900,700,False
8,11900,800,False
8,11900,900,False
8,11900,1000,False
8,12000,1,False
8,12000,2,False
8,12000,3,False
8,12000,4,False
8,12000,5,False
8,12000,6,False
8,12000,7,False
8,12000,8,False
8,12000,9,False
8,12000,10,False
8,12000,20,False
8,12000,30,False
8,12000,40,False
8,12000,50,False
8,12000,60,False
8,12000,70,False
8,12000,80,False
8,12000,90,False
8,12000,100,False
8,12000,200,False
8,12000,300,False
8,12000,400,False
8,12000,500,False
8,12000,600,False
8,12000,700,False
8,12000,800,False
8,12000,900,False
8,12000,1000,False
8,12100,1,False
8,12100,2,False
8,12100,3,False
8,12100,4,False
8,12100,5,False
8,12100,6,False
8,12100,7,False
8,12100,8,False
8,12100,9,False
8,12100,10,False
8,12100,20,False
8,12100,30,False
8,12100,40,False
8,12100,50,False
8,12100,60,False
8,12100,70,False
8,12100,80,False
8,12100,90,False
8,12100,100,False
8,12100,200,False
8,12100,300,False
8,12100,400,False
8,12100,500,False
8,12100,600,False
8,12100,700,False
8,12100,800,False
8,12100,900,False
8,12100,1000,False
8,12200,1,False
8,12200,2,False
8,12200,3,False
8,12200,4,False
8,12200,5,False
8,12200,6,False
8,12200,7,False
8,12200,8,False
8,12200,9,False
8,12200,10,False
8,12200,20,False
8,12200,30,False
8,12200,40,False
8,12200,50,False
8,12200,60,False
8,12200,70,False
8,12200,80,False
8,12200,90,False
8,12200,100,False
8,12200,200,False
8,12200,300,False
8,12200,400,False
8,12200,500,False
8,12200,600,False
8,12200,700,False
8,12200,800,False
8,12200,900,False
8,12200,1000,False
8,12300,1,False
8,12300,2,False
8,12300,3,False
8,12300,4,False
8,12300,5,False
8,12300,6,False
8,12300,7,False
8,12300,8,False
8,12300,9,False
8,12300,10,False
8,12300,20,False
8,12300,30,False
8,12300,40,False
8,12300,50,False
8,12300,60,False
8,12300,70,False
8,12300,80,False
8,12300,90,False
8,12300,100,False
8,12300,200,False
8,12300,300,False
8,12300,400,False
8,12300,500,False
8,12300,600,False
8,12300,700,False
8,12300,800,False
8,12300,900,False
8,12300,1000,False
8,12400,1,False
8,12400,2,False
8,12400,3,False
8,12400,4,False
8,12400,5,False
8,12400,6,False
8,12400,7,False
8,12400,8,False
8,12400,9,False
8,12400,10,False
8,12400,20,False
8,12400,30,False
8,12400,40,False
8,12400,50,False
8,12400,60,False
8,12400,70,False
8,12400,80,False
8,12400,90,False
8,12400,100,False
8,12400,200,False
8,12400,300,False
8,12400,400,False
8,12400,500,False
8,12400,600,False
8,12400,700,False
8,12400,800,False
8,12400,900,False
8,12400,1000,False
8,12500,1,False
8,12500,2,False
8,12500,3,False
8,12500,4,False
8,12500,5,False
8,12500,6,False
8,12500,7,False
8,12500,8,False
8,12500,9,False
8,12500,10,False
8,12500,20,False
8,12500,30,False
8,12500,40,False
8,12500,50,False
8,12500,60,False
8,12500,70,False
8,12500,80,False
8,12500,90,False
8,12500,100,False
8,12500,200,False
8,12500,300,False
8,12500,400,False
8,12500,500,False
8,12500,600,False
8,12500,700,False
8,12500,800,False
8,12500,900,False
8,12500,1000,False
8,12600,1,False
8,12600,2,False
8,12600,3,False
8,12600,4,False
8,12600,5,False
8,12600,6,False
8,12600,7,False
8,12600,8,False
8,12600,9,False
8,12600,10,False
8,12600,20,False
8,12600,30,False
8,12600,40,False
8,12600,50,False
8,12600,60,False
8,12600,70,False
8,12600,80,False
8,12600,90,False
8,12600,100,False
8,12600,200,False
8,12600,300,False
8,12600,400,False
8,12600,500,False
8,12600,600,False
8,12600,700,False
8,12600,800,False
8,12600,900,False
8,12600,1000,False
8,12700,1,False
8,12700,2,False
8,12700,3,False
8,12700,4,False
8,12700,5,False
8,12700,6,False
8,12700,7,False
8,12700,8,False
8,12700,9,False
8,12700,10,False
8,12700,20,False
8,12700,30,False
8,12700,40,False
8,12700,50,False
8,12700,60,False
8,12700,70,False
8,12700,80,False
8,12700,90,False
8,12700,100,False
8,12700,200,False
8,12700,300,False
8,12700,400,False
8,12700,500,False
8,12700,600,False
8,12700,700,False
8,12700,800,False
8,12700,900,False
8,12700,1000,False
8,12800,1,False
8,12800,2,False
8,12800,3,False
8,12800,4,False
8,12800,5,False
8,12800,6,False
8,12800,7,False
8,12800,8,False
8,12800,9,False
8,12800,10,False
8,12800,20,False
8,12800,30,False
8,12800,40,False
8,12800,50,False
8,12800,60,False
8,12800,70,False
8,12800,80,False
8,12800,90,False
8,12800,100,False
8,12800,200,False
8,12800,300,False
8,12800,400,False
8,12800,500,False
8,12800,600,False
8,12800,700,False
8,12800,800,False
8,12800,900,False
8,12800,1000,False
8,12900,1,False
8,12900,2,False
8,12900,3,False
8,12900,4,False
8,12900,5,False
8,12900,6,False
8,12900,7,False
8,12900,8,False
8,12900,9,False
8,12900,10,False
8,12900,20,False
8,12900,30,False
8,12900,40,False
8,12900,50,False
8,12900,60,False
8,12900,70,False
8,12900,80,False
8,12900,90,False
8,12900,100,False
8,12900,200,False
8,12900,300,False
8,12900,400,False
8,12900,500,False
8,12900,600,False
8,12900,700,False
8,12900,800,False
8,12900,900,False
8,12900,1000,False
8,13000,1,False
8,13000,2,False
8,13000,3,False
8,13000,4,False
8,13000,5,False
8,13000,6,False
8,13000,7,False
8,13000,8,False
8,13000,9,False
8,13000,10,False
8,13000,20,False
8,13000,30,False
8,13000,40,False
8,13000,50,False
8,13000,60,False
8,13000,70,False
8,13000,80,False
8,13000,90,False
8,13000,100,False
8,13000,200,False
8,13000,300,False
8,13000,400,False
8,13000,500,False
8,13000,600,False
8,13000,700,False
8,13000,800,False
8,13000,900,False
8,13000,1000,False
8,13100,1,False
8,13100,2,False
8,13100,3,False
8,13100,4,False
8,13100,5,False
8,13100,6,False
8,13100,7,False
8,13100,8,False
8,13100,9,False
8,13100,10,False
8,13100,20,False
8,13100,30,False
8,13100,40,False
8,13100,50,False
8,13100,60,False
8,13100,70,False
8,13100,80,False
8,13100,90,False
8,13100,100,False
8,13100,200,False
8,13100,300,False
8,13100,400,False
8,13100,500,False
8,13100,600,False
8,13100,700,False
8,13100,800,False
8,13100,900,False
8,13100,1000,False
8,13200,1,False
8,13200,2,False
8,13200,3,False
8,13200,4,False
8,13200,5,False
8,13200,6,False
8,13200,7,False
8,13200,8,False
8,13200,9,False
8,13200,10,False
8,13200,20,False
8,13200,30,False
8,13200,40,False
8,13200,50,False
8,13200,60,False
8,13200,70,False
8,13200,80,False
8,13200,90,False
8,13200,100,False
8,13200,200,False
8,13200,300,False
8,13200,400,False
8,13200,500,False
8,13200,600,False
8,13200,700,False
8,13200,800,False
8,13200,900,False
8,13200,1000,False
8,13300,1,False
8,13300,2,False
8,13300,3,False
8,13300,4,False
8,13300,5,False
8,13300,6,False
8,13300,7,False
8,13300,8,False
8,13300,9,False
8,13300,10,False
8,13300,20,False
8,13300,30,False
8,13300,40,False
8,13300,50,False
8,13300,60,False
8,13300,70,False
8,13300,80,False
8,13300,90,False
8,13300,100,False
8,13300,200,False
8,13300,300,False
8,13300,400,False
8,13300,500,False
8,13300,600,False
8,13300,700,False
8,13300,800,False
8,13300,900,False
8,13300,1000,False
8,13400,1,False
8,13400,2,False
8,13400,3,False
8,13400,4,False
8,13400,5,False
8,13400,6,False
8,13400,7,False
8,13400,8,False
8,13400,9,False
8,13400,10,False
8,13400,20,False
8,13400,30,False
8,13400,40,False
8,13400,50,False
8,13400,60,False
8,13400,70,False
8,13400,80,False
8,13400,90,False
8,13400,100,False
8,13400,200,False
8,13400,300,False
8,13400,400,False
8,13400,500,False
8,13400,600,False
8,13400,700,False
8,13400,800,False
8,13400,900,False
8,13400,1000,False
8,13500,1,False
8,13500,2,False
8,13500,3,False
8,13500,4,False
8,13500,5,False
8,13500,6,False
8,13500,7,False
8,13500,8,False
8,13500,9,False
8,13500,10,False
8,13500,20,False
8,13500,30,False
8,13500,40,False
8,13500,50,False
8,13500,60,False
8,13500,70,False
8,13500,80,False
8,13500,90,False
8,13500,100,False
8,13500,200,False
8,13500,300,False
8,13500,400,False
8,13500,500,False
8,13500,600,False
8,13500,700,False
8,13500,800,False
8,13500,900,False
8,13500,1000,False
8,13600,1,False
8,13600,2,False
8,13600,3,False
8,13600,4,False
8,13600,5,False
8,13600,6,False
8,13600,7,False
8,13600,8,False
8,13600,9,False
8,13600,10,False
8,13600,20,False
8,13600,30,False
8,13600,40,False
8,13600,50,False
8,13600,60,False
8,13600,70,False
8,13600,80,False
8,13600,90,False
8,13600,100,False
8,13600,200,False
8,13600,300,False
8,13600,400,False
8,13600,500,False
8,13600,600,False
8,13600,700,False
8,13600,800,False
8,13600,900,False
8,13600,1000,False
8,13700,1,False
8,13700,2,False
8,13700,3,False
8,13700,4,False
8,13700,5,False
8,13700,6,False
8,13700,7,False
8,13700,8,False
8,13700,9,False
8,13700,10,False
8,13700,20,False
8,13700,30,False
8,13700,40,False
8,13700,50,False
8,13700,60,False
8,13700,70,False
8,13700,80,False
8,13700,90,False
8,13700,100,False
8,13700,200,False
8,13700,300,False
8,13700,400,False
8,13700,500,False
8,13700,600,False
8,13700,700,False
8,13700,800,False
8,13700,900,False
8,13700,1000,False
8,13800,1,False
8,13800,2,False
8,13800,3,False
8,13800,4,False
8,13800,5,False
8,13800,6,False
8,13800,7,False
8,13800,8,False
8,13800,9,False
8,13800,10,False
8,13800,20,False
8,13800,30,False
8,13800,40,False
8,13800,50,False
8,13800,60,False
8,13800,70,False
8,13800,80,False
8,13800,90,False
8,13800,100,False
8,13800,200,False
8,13800,300,False
8,13800,400,False
8,13800,500,False
8,13800,600,False
8,13800,700,False
8,13800,800,False
8,13800,900,False
8,13800,1000,False
8,13900,1,False
8,13900,2,False
8,13900,3,False
8,13900,4,False
8,13900,5,False
8,13900,6,False
8,13900,7,False
8,13900,8,False
8,13900,9,False
8,13900,10,False
8,13900,20,False
8,13900,30,False
8,13900,40,False
8,13900,50,False
8,13900,60,False
8,13900,70,False
8,13900,80,False
8,13900,90,False
8,13900,100,False
8,13900,200,False
8,13900,300,False
8,13900,400,False
8,13900,500,False
8,13900,600,False
8,13900,700,False
8,13900,800,False
8,13900,900,False
8,13900,1000,False
8,14000,1,False
8,14000,2,False
8,14000,3,False
8,14000,4,False
8,14000,5,False
8,14000,6,False
8,14000,7,False
8,14000,8,False
8,14000,9,False
8,14000,10,False
8,14000,20,False
8,14000,30,False
8,14000,40,False
8,14000,50,False
8,14000,60,False
8,14000,70,False
8,14000,80,False
8,14000,90,False
8,14000,100,False
8,14000,200,False
8,14000,300,False
8,14000,400,False
8,14000,500,False
8,14000,600,False
8,14000,700,False
8,14000,800,False
8,14000,900,False
8,14000,1000,False
8,14100,1,False
8,14100,2,False
8,14100,3,False
8,14100,4,False
8,14100,5,False
8,14100,6,False
8,14100,7,False
8,14100,8,False
8,14100,9,False
8,14100,10,False
8,14100,20,False
8,14100,30,False
8,14100,40,False
8,14100,50,False
8,14100,60,False
8,14100,70,False
8,14100,80,False
8,14100,90,False
8,14100,100,False
8,14100,200,False
8,14100,300,False
8,14100,400,False
8,14100,500,False
8,14100,600,False
8,14100,700,False
8,14100,800,False
8,14100,900,False
8,14100,1000,False
8,14200,1,False
8,14200,2,False
8,14200,3,False
8,14200,4,False
8,14200,5,False
8,14200,6,False
8,14200,7,False
8,14200,8,False
8,14200,9,False
8,14200,10,False
8,14200,20,False
8,14200,30,False
8,14200,40,False
8,14200,50,False
8,14200,60,False
8,14200,70,False
8,14200,80,False
8,14200,90,False
8,14200,100,False
8,14200,200,False
8,14200,300,False
8,14200,400,False
8,14200,500,False
8,14200,600,False
8,14200,700,False
8,14200,800,False
8,14200,900,False
8,14200,1000,False
8,14300,1,False
8,14300,2,False
8,14300,3,False
8,14300,4,False
8,14300,5,False
8,14300,6,False
8,14300,7,False
8,14300,8,False
8,14300,9,False
8,14300,10,False
8,14300,20,False
8,14300,30,False
8,14300,40,False
8,14300,50,False
8,14300,60,False
8,14300,70,False
8,14300,80,False
8,14300,90,False
8,14300,100,False
8,14300,200,False
8,14300,300,False
8,14300,400,False
8,14300,500,False
8,14300,600,False
8,14300,700,False
8,14300,800,False
8,14300,900,False
8,14300,1000,False
8,14400,1,False
8,14400,2,False
8,14400,3,False
8,14400,4,False
8,14400,5,False
8,14400,6,False
8,14400,7,False
8,14400,8,False
8,14400,9,False
8,14400,10,False
8,14400,20,False
8,14400,30,False
8,14400,40,False
8,14400,50,False
8,14400,60,False
8,14400,70,False
8,14400,80,False
8,14400,90,False
8,14400,100,False
8,14400,200,False
8,14400,300,False
8,14400,400,False
8,14400,500,False
8,14400,600,False
8,14400,700,False
8,14400,800,False
8,14400,900,False
8,14400,1000,False
8,14500,1,False
8,14500,2,False
8,14500,3,False
8,14500,4,False
8,14500,5,False
8,14500,6,False
8,14500,7,False
8,14500,8,False
8,14500,9,False
8,14500,10,False
8,14500,20,False
8,14500,30,False
8,14500,40,False
8,14500,50,False
8,14500,60,False
8,14500,70,False
8,14500,80,False
8,14500,90,False
8,14500,100,False
8,14500,200,False
8,14500,300,False
8,14500,400,False
8,14500,500,False
8,14500,600,False
8,14500,700,False
8,14500,800,False
8,14500,900,False
8,14500,1000,False
8,14600,1,False
8,14600,2,False
8,14600,3,False
8,14600,4,False
8,14600,5,False
8,14600,6,False
8,14600,7,False
8,14600,8,False
8,14600,9,False
8,14600,10,False
8,14600,20,False
8,14600,30,False
8,14600,40,False
8,14600,50,False
8,14600,60,False
8,14600,70,False
8,14600,80,False
8,14600,90,False
8,14600,100,False
8,14600,200,False
8,14600,300,False
8,14600,400,False
8,14600,500,False
8,14600,600,False
8,14600,700,False
8,14600,800,False
8,14600,900,False
8,14600,1000,False
8,14700,1,False
8,14700,2,False
8,14700,3,False
8,14700,4,False
8,14700,5,False
8,14700,6,False
8,14700,7,False
8,14700,8,False
8,14700,9,False
8,14700,10,False
8,14700,20,False
8,14700,30,False
8,14700,40,False
8,14700,50,False
8,14700,60,False
8,14700,70,False
8,14700,80,False
8,14700,90,False
8,14700,100,False
8,14700,200,False
8,14700,300,False
8,14700,400,False
8,14700,500,False
8,14700,600,False
8,14700,700,False
8,14700,800,False
8,14700,900,False
8,14700,1000,False
8,14800,1,False
8,14800,2,False
8,14800,3,False
8,14800,4,False
8,14800,5,False
8,14800,6,False
8,14800,7,False
8,14800,8,False
8,14800,9,False
8,14800,10,False
8,14800,20,False
8,14800,30,False
8,14800,40,False
8,14800,50,False
8,14800,60,False
8,14800,70,False
8,14800,80,False
8,14800,90,False
8,14800,100,False
8,14800,200,False
8,14800,300,False
8,14800,400,False
8,14800,500,False
8,14800,600,False
8,14800,700,False
8,14800,800,False
8,14800,900,False
8,14800,1000,False
8,14900,1,False
8,14900,2,False
8,14900,3,False
8,14900,4,False
8,14900,5,False
8,14900,6,False
8,14900,7,False
8,14900,8,False
8,14900,9,False
8,14900,10,False
8,14900,20,False
8,14900,30,False
8,14900,40,False
8,14900,50,False
8,14900,60,False
8,14900,70,False
8,14900,80,False
8,14900,90,False
8,14900,100,False
8,14900,200,False
8,14900,300,False
8,14900,400,False
8,14900,500,False
8,14900,600,False
8,14900,700,False
8,14900,800,False
8,14900,900,False
8,14900,1000,False
8,15000,1,False
8,15000,2,False
8,15000,3,False
8,15000,4,False
8,15000,5,False
8,15000,6,False
8,15000,7,False
8,15000,8,False
8,15000,9,False
8,15000,10,False
8,15000,20,False
8,15000,30,False
8,15000,40,False
8,15000,50,False
8,15000,60,False
8,15000,70,False
8,15000,80,False
8,15000,90,False
8,15000,100,False
8,15000,200,False
8,15000,300,False
8,15000,400,False
8,15000,500,False
8,15000,600,False
8,15000,700,False
8,15000,800,False
8,15000,900,False
8,15000,1000,False
8,15100,1,False
8,15100,2,False
8,15100,3,False
8,15100,4,False
8,15100,5,False
8,15100,6,False
8,15100,7,False
8,15100,8,False
8,15100,9,False
8,15100,10,False
8,15100,20,False
8,15100,30,False
8,15100,40,False
8,15100,50,False
8,15100,60,False
8,15100,70,False
8,15100,80,False
8,15100,90,False
8,15100,100,False
8,15100,200,False
8,15100,300,False
8,15100,400,False
8,15100,500,False
8,15100,600,False
8,15100,700,False
8,15100,800,False
8,15100,900,False
8,15100,1000,False
8,15200,1,False
8,15200,2,False
8,15200,3,False
8,15200,4,False
8,15200,5,False
8,15200,6,False
8,15200,7,False
8,15200,8,False
8,15200,9,False
8,15200,10,False
8,15200,20,False
8,15200,30,False
8,15200,40,False
8,15200,50,False
8,15200,60,False
8,15200,70,False
8,15200,80,False
8,15200,90,False
8,15200,100,False
8,15200,200,False
8,15200,300,False
8,15200,400,False
8,15200,500,False
8,15200,600,False
8,15200,700,False
8,15200,800,False
8,15200,900,False
8,15200,1000,False
8,15300,1,False
8,15300,2,False
8,15300,3,False
8,15300,4,False
8,15300,5,False
8,15300,6,False
8,15300,7,False
8,15300,8,False
8,15300,9,False
8,15300,10,False
8,15300,20,False
8,15300,30,False
8,15300,40,False
8,15300,50,False
8,15300,60,False
8,15300,70,False
8,15300,80,False
8,15300,90,False
8,15300,100,False
8,15300,200,False
8,15300,300,False
8,15300,400,False
8,15300,500,False
8,15300,600,False
8,15300,700,False
8,15300,800,False
8,15300,900,False
8,15300,1000,False
8,15400,1,False
8,15400,2,False
8,15400,3,False
8,15400,4,False
8,15400,5,False
8,15400,6,False
8,15400,7,False
8,15400,8,False
8,15400,9,False
8,15400,10,False
8,15400,20,False
8,15400,30,False
8,15400,40,False
8,15400,50,False
8,15400,60,False
8,15400,70,False
8,15400,80,False
8,15400,90,False
8,15400,100,False
8,15400,200,False
8,15400,300,False
8,15400,400,False
8,15400,500,False
8,15400,600,False
8,15400,700,False
8,15400,800,False
8,15400,900,False
8,15400,1000,False
8,15500,1,False
8,15500,2,False
8,15500,3,False
8,15500,4,False
8,15500,5,False
8,15500,6,False
8,15500,7,False
8,15500,8,False
8,15500,9,False
8,15500,10,False
8,15500,20,False
8,15500,30,False
8,15500,40,False
8,15500,50,False
8,15500,60,False
8,15500,70,False
8,15500,80,False
8,15500,90,False
8,15500,100,False
8,15500,200,False
8,15500,300,False
8,15500,400,False
8,15500,500,False
8,15500,600,False
8,15500,700,False
8,15500,800,False
8,15500,900,False
8,15500,1000,False
8,15600,1,False
8,15600,2,False
8,15600,3,False
8,15600,4,False
8,15600,5,False
8,15600,6,False
8,15600,7,False
8,15600,8,False
8,15600,9,False
8,15600,10,False
8,15600,20,False
8,15600,30,False
8,15600,40,False
8,15600,50,False
8,15600,60,False
8,15600,70,False
8,15600,80,False
8,15600,90,False
8,15600,100,False
8,15600,200,False
8,15600,300,False
8,15600,400,False
8,15600,500,False
8,15600,600,False
8,15600,700,False
8,15600,800,False
8,15600,900,False
8,15600,1000,False
8,15700,1,False
8,15700,2,False
8,15700,3,False
8,15700,4,False
8,15700,5,False
8,15700,6,False
8,15700,7,False
8,15700,8,False
8,15700,9,False
8,15700,10,False
8,15700,20,False
8,15700,30,False
8,15700,40,False
8,15700,50,False
8,15700,60,False
8,15700,70,False
8,15700,80,False
8,15700,90,False
8,15700,100,False
8,15700,200,False
8,15700,300,False
8,15700,400,False
8,15700,500,False
8,15700,600,False
8,15700,700,False
8,15700,800,False
8,15700,900,False
8,15700,1000,False
8,15800,1,False
8,15800,2,False
8,15800,3,False
8,15800,4,False
8,15800,5,False
8,15800,6,False
8,15800,7,False
8,15800,8,False
8,15800,9,False
8,15800,10,False
8,15800,20,False
8,15800,30,False
8,15800,40,False
8,15800,50,False
8,15800,60,False
8,15800,70,False
8,15800,80,False
8,15800,90,False
8,15800,100,False
8,15800,200,False
8,15800,300,False
8,15800,400,False
8,15800,500,False
8,15800,600,False
8,15800,700,False
8,15800,800,False
8,15800,900,False
8,15800,1000,False
8,15900,1,False
8,15900,2,False
8,15900,3,False
8,15900,4,False
8,15900,5,False
8,15900,6,False
8,15900,7,False
8,15900,8,False
8,15900,9,False
8,15900,10,False
8,15900,20,False
8,15900,30,False
8,15900,40,False
8,15900,50,False
8,15900,60,False
8,15900,70,False
8,15900,80,False
8,15900,90,False
8,15900,100,False
8,15900,200,False
8,15900,300,False
8,15900,400,False
8,15900,500,False
8,15900,600,False
8,15900,700,False
8,15900,800,False
8,15900,900,False
8,15900,1000,False
8,16000,1,False
8,16000,2,False
8,16000,3,False
8,16000,4,False
8,16000,5,False
8,16000,6,False
8,16000,7,False
8,16000,8,False
8,16000,9,False
8,16000,10,False
8,16000,20,False
8,16000,30,False
8,16000,40,False
8,16000,50,False
8,16000,60,False
8,16000,70,False
8,16000,80,False
8,16000,90,False
8,16000,100,False
8,16000,200,False
8,16000,300,False
8,16000,400,False
8,16000,500,False
8,16000,600,False
8,16000,700,False
8,16000,800,False
8,16000,900,False
8,16000,1000,False
8,16100,1,False
8,16100,2,False
8,16100,3,False
8,16100,4,False
8,16100,5,False
8,16100,6,False
8,16100,7,False
8,16100,8,False
8,16100,9,False
8,16100,10,False
8,16100,20,False
8,16100,30,False
8,16100,40,False
8,16100,50,False
8,16100,60,False
8,16100,70,False
8,16100,80,False
8,16100,90,False
8,16100,100,False
8,16100,200,False
8,16100,300,False
8,16100,400,False
8,16100,500,False
8,16100,600,False
8,16100,700,False
8,16100,800,False
8,16100,900,False
8,16100,1000,False
8,16200,1,False
8,16200,2,False
8,16200,3,False
8,16200,4,False
8,16200,5,False
8,16200,6,False
8,16200,7,False
8,16200,8,False
8,16200,9,False
8,16200,10,False
8,16200,20,False
8,16200,30,False
8,16200,40,False
8,16200,50,False
8,16200,60,False
8,16200,70,False
8,16200,80,False
8,16200,90,False
8,16200,100,False
8,16200,200,False
8,16200,300,False
8,16200,400,False
8,16200,500,False
8,16200,600,False
8,16200,700,False
8,16200,800,False
8,16200,900,False
8,16200,1000,False
8,16300,1,False
8,16300,2,False
8,16300,3,False
8,16300,4,False
8,16300,5,False
8,16300,6,False
8,16300,7,False
8,16300,8,False
8,16300,9,False
8,16300,10,False
8,16300,20,False
8,16300,30,False
8,16300,40,False
8,16300,50,False
8,16300,60,False
8,16300,70,False
8,16300,80,False
8,16300,90,False
8,16300,100,False
8,16300,200,False
8,16300,300,False
8,16300,400,False
8,16300,500,False
8,16300,600,False
8,16300,700,False
8,16300,800,False
8,16300,900,False
8,16300,1000,False
8,16400,1,False
8,16400,2,False
8,16400,3,False
8,16400,4,False
8,16400,5,False
8,16400,6,False
8,16400,7,False
8,16400,8,False
8,16400,9,False
8,16400,10,False
8,16400,20,False
8,16400,30,False
8,16400,40,False
8,16400,50,False
8,16400,60,False
8,16400,70,False
8,16400,80,False
8,16400,90,False
8,16400,100,False
8,16400,200,False
8,16400,300,False
8,16400,400,False
8,16400,500,False
8,16400,600,False
8,16400,700,False
8,16400,800,False
8,16400,900,False
8,16400,1000,False
8,16500,1,False
8,16500,2,False
8,16500,3,False
8,16500,4,False
8,16500,5,False
8,16500,6,False
8,16500,7,False
8,16500,8,False
8,16500,9,False
8,16500,10,False
8,16500,20,False
8,16500,30,False
8,16500,40,False
8,16500,50,False
8,16500,60,False
8,16500,70,False
8,16500,80,False
8,16500,90,False
8,16500,100,False
8,16500,200,False
8,16500,300,False
8,16500,400,False
8,16500,500,False
8,16500,600,False
8,16500,700,False
8,16500,800,False
8,16500,900,False
8,16500,1000,False
8,16600,1,False
8,16600,2,False
8,16600,3,False
8,16600,4,False
8,16600,5,False
8,16600,6,False
8,16600,7,False
8,16600,8,False
8,16600,9,False
8,16600,10,False
8,16600,20,False
8,16600,30,False
8,16600,40,False
8,16600,50,False
8,16600,60,False
8,16600,70,False
8,16600,80,False
8,16600,90,False
8,16600,100,False
8,16600,200,False
8,16600,300,False
8,16600,400,False
8,16600,500,False
8,16600,600,False
8,16600,700,False
8,16600,800,False
8,16600,900,False
8,16600,1000,False
8,16700,1,False
8,16700,2,False
8,16700,3,False
8,16700,4,False
8,16700,5,False
8,16700,6,False
8,16700,7,False
8,16700,8,False
8,16700,9,False
8,16700,10,False
8,16700,20,False
8,16700,30,False
8,16700,40,False
8,16700,50,False
8,16700,60,False
8,16700,70,False
8,16700,80,False
8,16700,90,False
8,16700,100,False
8,16700,200,False
8,16700,300,False
8,16700,400,False
8,16700,500,False
8,16700,600,False
8,16700,700,False
8,16700,800,False
8,16700,900,False
8,16700,1000,False
8,16800,1,False
8,16800,2,False
8,16800,3,False
8,16800,4,False
8,16800,5,False
8,16800,6,False
8,16800,7,False
8,16800,8,False
8,16800,9,False
8,16800,10,False
8,16800,20,False
8,16800,30,False
8,16800,40,False
8,16800,50,False
8,16800,60,False
8,16800,70,False
8,16800,80,False
8,16800,90,False
8,16800,100,False
8,16800,200,False
8,16800,300,False
8,16800,400,False
8,16800,500,False
8,16800,600,False
8,16800,700,False
8,16800,800,False
8,16800,900,False
8,16800,1000,False
8,16900,1,False
8,16900,2,False
8,16900,3,False
8,16900,4,False
8,16900,5,False
8,16900,6,False
8,16900,7,False
8,16900,8,False
8,16900,9,False
8,16900,10,False
8,16900,20,False
8,16900,30,False
8,16900,40,False
8,16900,50,False
8,16900,60,False
8,16900,70,False
8,16900,80,False
8,16900,90,False
8,16900,100,False
8,16900,200,False
8,16900,300,False
8,16900,400,False
8,16900,500,False
8,16900,600,False
8,16900,700,False
8,16900,800,False
8,16900,900,False
8,16900,1000,False
8,17000,1,False
8,17000,2,False
8,17000,3,False
8,17000,4,False
8,17000,5,False
8,17000,6,False
8,17000,7,False
8,17000,8,False
8,17000,9,False
8,17000,10,False
8,17000,20,False
8,17000,30,False
8,17000,40,False
8,17000,50,False
8,17000,60,False
8,17000,70,False
8,17000,80,False
8,17000,90,False
8,17000,100,False
8,17000,200,False
8,17000,300,False
8,17000,400,False
8,17000,500,False
8,17000,600,False
8,17000,700,False
8,17000,800,False
8,17000,900,False
8,17000,1000,False
8,17100,1,False
8,17100,2,False
8,17100,3,False
8,17100,4,False
8,17100,5,False
8,17100,6,False
8,17100,7,False
8,17100,8,False
8,17100,9,False
8,17100,10,False
8,17100,20,False
8,17100,30,False
8,17100,40,False
8,17100,50,False
8,17100,60,False
8,17100,70,False
8,17100,80,False
8,17100,90,False
8,17100,100,False
8,17100,200,False
8,17100,300,False
8,17100,400,False
8,17100,500,False
8,17100,600,False
8,17100,700,False
8,17100,800,False
8,17100,900,False
8,17100,1000,False
8,17200,1,False
8,17200,2,False
8,17200,3,False
8,17200,4,False
8,17200,5,False
8,17200,6,False
8,17200,7,False
8,17200,8,False
8,17200,9,False
8,17200,10,False
8,17200,20,False
8,17200,30,False
8,17200,40,False
8,17200,50,False
8,17200,60,False
8,17200,70,False
8,17200,80,False
8,17200,90,False
8,17200,100,False
8,17200,200,False
8,17200,300,False
8,17200,400,False
8,17200,500,False
8,17200,600,False
8,17200,700,False
8,17200,800,False
8,17200,900,False
8,17200,1000,False
8,17300,1,False
8,17300,2,False
8,17300,3,False
8,17300,4,False
8,17300,5,False
8,17300,6,False
8,17300,7,False
8,17300,8,False
8,17300,9,False
8,17300,10,False
8,17300,20,False
8,17300,30,False
8,17300,40,False
8,17300,50,False
8,17300,60,False
8,17300,70,False
8,17300,80,False
8,17300,90,False
8,17300,100,False
8,17300,200,False
8,17300,300,False
8,17300,400,False
8,17300,500,False
8,17300,600,False
8,17300,700,False
8,17300,800,False
8,17300,900,False
8,17300,1000,False
8,17400,1,False
8,17400,2,False
8,17400,3,False
8,17400,4,False
8,17400,5,False
8,17400,6,False
8,17400,7,False
8,17400,8,False
8,17400,9,False
8,17400,10,False
8,17400,20,False
8,17400,30,False
8,17400,40,False
8,17400,50,False
8,17400,60,False
8,17400,70,False
8,17400,80,False
8,17400,90,False
8,17400,100,False
8,17400,200,False
8,17400,300,False
8,17400,400,False
8,17400,500,False
8,17400,600,False
8,17400,700,False
8,17400,800,False
